                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                0.58385,                0.35791,                0.91924,                0.92457,                0.88838,                0.94133,                0.74962,                0.84932,                0.55707,                 1.1114,               0.001604,               0.001604,               0.001604
                     13,                0.57006,                0.35871,                0.91612,                0.93168,                0.87699,                0.94751,                0.76189,                0.81874,                0.55378,                 1.0866,              0.0015644,              0.0015644,              0.0015644
                     14,                0.56573,                0.35579,                0.91417,                0.93847,                 0.8656,                0.94564,                0.75237,                0.84155,                0.56288,                 1.1191,              0.0015248,              0.0015248,              0.0015248
                     15,                0.57737,                0.35093,                0.91862,                0.90938,                0.90661,                0.94698,                0.75252,                0.82871,                0.55359,                  1.079,              0.0014852,              0.0014852,              0.0014852
                     16,                0.55747,                0.33967,                0.90893,                0.93658,                0.87016,                0.94185,                0.77094,                0.79211,                0.59609,                 1.0774,              0.0014456,              0.0014456,              0.0014456
                     17,                0.55562,                0.33458,                0.90955,                0.93225,                0.88383,                0.94173,                0.75549,                0.80403,                0.54118,                 1.1146,               0.001406,               0.001406,               0.001406
                     18,                0.55353,                0.33351,                0.91927,                0.93676,                0.87736,                0.94192,                0.75742,                0.81641,                0.54887,                 1.0793,              0.0013664,              0.0013664,              0.0013664
                     19,                0.54754,                0.33345,                0.90952,                 0.9469,                0.85877,                0.93251,                0.76694,                0.78569,                0.57149,                 1.0877,              0.0013268,              0.0013268,              0.0013268
                     20,                0.54455,                 0.3325,                0.90828,                0.91055,                0.89522,                0.92819,                0.75491,                0.78094,                0.58064,                 1.0855,              0.0012872,              0.0012872,              0.0012872
                     21,                0.52885,                0.31797,                0.90074,                0.91495,                0.90672,                0.94562,                 0.7647,                0.80404,                0.54099,                 1.0987,              0.0012476,              0.0012476,              0.0012476
                     22,                0.54521,                0.32944,                0.91117,                0.94514,                0.86329,                0.94451,                0.77496,                 0.7942,                0.58272,                 1.1017,               0.001208,               0.001208,               0.001208
                     23,                0.52224,                0.31392,                 0.8959,                0.92769,                0.87669,                0.94865,                0.77683,                0.79452,                0.55973,                  1.085,              0.0011684,              0.0011684,              0.0011684
                     24,                0.51424,                0.30834,                0.89652,                0.94153,                0.89522,                0.95518,                0.78255,                0.78941,                0.52307,                 1.0703,              0.0011288,              0.0011288,              0.0011288
                     25,                0.51078,                0.30607,                0.89945,                0.88933,                0.89522,                0.94077,                 0.7603,                0.79385,                 0.5471,                 1.0846,              0.0010892,              0.0010892,              0.0010892
                     26,                0.50845,                0.31478,                0.89645,                0.94777,                0.86809,                0.94324,                 0.7717,                0.79748,                0.57206,                 1.0928,              0.0010496,              0.0010496,              0.0010496
                     27,                0.51036,                0.31329,                0.89966,                0.92065,                0.89859,                 0.9457,                0.76189,                0.78421,                0.54402,                 1.0771,                0.00101,                0.00101,                0.00101
                     28,                0.49863,                0.29905,                0.88717,                0.92568,                0.89066,                0.95158,                0.77822,                0.79314,                0.53466,                 1.0869,              0.0009704,              0.0009704,              0.0009704
                     29,                0.49554,                0.30183,                0.89427,                0.94993,                0.86428,                0.94808,                0.77411,                0.77474,                0.53166,                 1.0811,              0.0009308,              0.0009308,              0.0009308
                     30,                0.49357,                0.30207,                0.89148,                0.93216,                0.88155,                 0.9439,                 0.7798,                0.79027,                0.56794,                 1.0818,              0.0008912,              0.0008912,              0.0008912
                     31,                0.47595,                0.28402,                  0.879,                0.89785,                0.90888,                0.94081,                0.77213,                0.77059,                 0.5514,                 1.0764,              0.0008516,              0.0008516,              0.0008516
                     32,                 0.4733,                 0.2854,                0.88412,                0.95121,                0.86105,                0.94755,                0.78337,                0.76523,                0.53391,                 1.0664,               0.000812,               0.000812,               0.000812
                     33,                0.46049,                0.27979,                0.87408,                0.91527,                0.90888,                0.94868,                0.77624,                0.78283,                0.53974,                 1.0752,              0.0007724,              0.0007724,              0.0007724
                     34,                0.46559,                0.27727,                0.87787,                0.92748,                0.90306,                0.94843,                0.77473,                0.77786,                0.52821,                 1.0741,              0.0007328,              0.0007328,              0.0007328
                     35,                0.46068,                0.28238,                 0.8848,                0.91661,                0.90888,                0.94682,                0.77241,                0.78259,                0.53295,                 1.0787,              0.0006932,              0.0006932,              0.0006932
                     36,                0.45269,                0.27583,                0.88157,                0.91279,                0.90604,                0.94919,                0.78309,                0.76974,                0.52862,                 1.0634,              0.0006536,              0.0006536,              0.0006536
                     37,                0.44449,                0.27361,                0.86831,                0.95292,                0.87594,                0.95611,                0.78136,                 0.7832,                0.51122,                  1.084,               0.000614,               0.000614,               0.000614
                     38,                0.45315,                0.27386,                0.87227,                0.93526,                0.88857,                0.94697,                0.77308,                0.78264,                0.54117,                 1.0774,              0.0005744,              0.0005744,              0.0005744
                     39,                0.43572,                0.27615,                 0.8753,                0.91576,                0.89148,                0.94782,                0.77882,                0.77092,                0.52864,                 1.0668,              0.0005348,              0.0005348,              0.0005348
                     40,                0.43911,                0.26401,                0.86804,                0.91394,                0.89507,                0.94828,                0.78776,                0.77236,                0.51633,                 1.0736,              0.0004952,              0.0004952,              0.0004952
                     41,                0.38638,                0.22731,                0.83649,                0.91786,                0.89522,                0.93725,                0.76355,                0.77608,                 0.5686,                 1.0653,              0.0004556,              0.0004556,              0.0004556
                     42,                0.37283,                0.22254,                  0.827,                0.90826,                0.90205,                0.94749,                0.78253,                0.77069,                0.53948,                 1.0673,               0.000416,               0.000416,               0.000416
                     43,                0.36756,                0.21627,                0.82754,                0.94007,                0.87472,                 0.9511,                0.78894,                0.74928,                0.51619,                 1.0552,              0.0003764,              0.0003764,              0.0003764
                     44,                0.35967,                 0.2118,                  0.821,                0.93104,                0.89294,                0.95071,                0.78981,                0.74733,                0.50537,                 1.0558,              0.0003368,              0.0003368,              0.0003368
                     45,                0.35988,                0.21141,                0.82535,                0.92844,                0.88664,                0.94978,                0.78902,                0.75558,                0.52281,                 1.0551,              0.0002972,              0.0002972,              0.0002972
                     46,                0.35323,                0.20779,                 0.8209,                0.89582,                0.92064,                0.94933,                0.78816,                0.75293,                0.50251,                 1.0584,              0.0002576,              0.0002576,              0.0002576
                     47,                0.35101,                0.20515,                0.82782,                0.90308,                0.91264,                0.95114,                0.79086,                0.75855,                0.50648,                 1.0633,               0.000218,               0.000218,               0.000218
                     48,                0.35338,                0.20739,                0.82758,                0.94332,                0.87191,                 0.9502,                0.78887,                  0.758,                0.51401,                 1.0621,              0.0001784,              0.0001784,              0.0001784
                     49,                0.34383,                0.19993,                0.82135,                 0.9001,                0.92027,                0.95135,                0.78929,                0.75408,                0.50228,                 1.0599,              0.0001388,              0.0001388,              0.0001388
                     50,                0.34182,                 0.1974,                0.81987,                0.90447,                0.90582,                0.95236,                0.79335,                0.74804,                0.52072,                 1.0583,               9.92e-05,               9.92e-05,               9.92e-05
